"CurrencyRateID","CurrencyRateDate","FromCurrencyCode","ToCurrencyCode","AverageRate","EndOfDayRate","ModifiedDate"
"5476","9/6/2012 12:00:00 AM","USD","CAD","1.5403","1.5405","9/6/2012 12:00:00 AM"
"5477","9/6/2012 12:00:00 AM","USD","CNY","8.2774","8.2782","9/6/2012 12:00:00 AM"
"5478","9/6/2012 12:00:00 AM","USD","EUR","1.0971","1.0971","9/6/2012 12:00:00 AM"
"5479","9/6/2012 12:00:00 AM","USD","GBP","0.6913","0.6916","9/6/2012 12:00:00 AM"
"5480","9/6/2012 12:00:00 AM","USD","JPY","115.8110","115.9020","9/6/2012 12:00:00 AM"
"5481","9/6/2012 12:00:00 AM","USD","MXN","9.6983","9.7020","9/6/2012 12:00:00 AM"
"5482","9/6/2012 12:00:00 AM","USD","SAR","3.7505","3.7603","9/6/2012 12:00:00 AM"
"5483","9/6/2012 12:00:00 AM","USD","VEB","704.7599","704.8099","9/6/2012 12:00:00 AM"
"5484","9/7/2012 12:00:00 AM","USD","ARS","0.9999","0.9992","9/7/2012 12:00:00 AM"
"5485","9/7/2012 12:00:00 AM","USD","AUD","1.9084","1.9080","9/7/2012 12:00:00 AM"
"5486","9/7/2012 12:00:00 AM","USD","BRL","2.0421","2.0360","9/7/2012 12:00:00 AM"
"5487","9/7/2012 12:00:00 AM","USD","CAD","1.5370","1.5336","9/7/2012 12:00:00 AM"
"5488","9/7/2012 12:00:00 AM","USD","CNY","8.2780","8.2773","9/7/2012 12:00:00 AM"
"5489","9/7/2012 12:00:00 AM","USD","EUR","1.1002","1.1001","9/7/2012 12:00:00 AM"
"5490","9/7/2012 12:00:00 AM","USD","GBP","0.6932","0.6923","9/7/2012 12:00:00 AM"
"5491","9/7/2012 12:00:00 AM","USD","JPY","116.6100","116.5400","9/7/2012 12:00:00 AM"
"5492","9/7/2012 12:00:00 AM","USD","MXN","9.7411","9.7379","9/7/2012 12:00:00 AM"
"5493","9/7/2012 12:00:00 AM","USD","SAR","3.7505","3.7501","9/7/2012 12:00:00 AM"
"5494","9/7/2012 12:00:00 AM","USD","VEB","704.7599","704.7200","9/7/2012 12:00:00 AM"
"5495","9/8/2012 12:00:00 AM","USD","ARS","0.9999","1.0001","9/8/2012 12:00:00 AM"
"5496","9/8/2012 12:00:00 AM","USD","AUD","1.9070","1.9073","9/8/2012 12:00:00 AM"
"5497","9/8/2012 12:00:00 AM","USD","BRL","2.0430","2.0449","9/8/2012 12:00:00 AM"
"5498","9/8/2012 12:00:00 AM","USD","CAD","1.5387","1.5417","9/8/2012 12:00:00 AM"
"5499","9/8/2012 12:00:00 AM","USD","CNY","8.2776","8.2782","9/8/2012 12:00:00 AM"
"5500","9/8/2012 12:00:00 AM","USD","EUR","1.1045","1.1053","9/8/2012 12:00:00 AM"
"5501","9/8/2012 12:00:00 AM","USD","GBP","0.6916","0.6921","9/8/2012 12:00:00 AM"
"5502","9/8/2012 12:00:00 AM","USD","JPY","116.9740","117.0120","9/8/2012 12:00:00 AM"
"5503","9/8/2012 12:00:00 AM","USD","MXN","9.7200","9.7249","9/8/2012 12:00:00 AM"
"5504","9/8/2012 12:00:00 AM","USD","SAR","3.7505","3.7557","9/8/2012 12:00:00 AM"
"5505","9/8/2012 12:00:00 AM","USD","VEB","704.6090","704.6399","9/8/2012 12:00:00 AM"
"5506","9/9/2012 12:00:00 AM","USD","ARS","0.9996","0.9993","9/9/2012 12:00:00 AM"
"5507","9/9/2012 12:00:00 AM","USD","AUD","1.9011","1.9009","9/9/2012 12:00:00 AM"
"5508","9/9/2012 12:00:00 AM","USD","BRL","2.0379","2.0369","9/9/2012 12:00:00 AM"
"5509","9/9/2012 12:00:00 AM","USD","CAD","1.5377","1.5361","9/9/2012 12:00:00 AM"
"5510","9/9/2012 12:00:00 AM","USD","CNY","8.2782","8.2780","9/9/2012 12:00:00 AM"
"5511","9/9/2012 12:00:00 AM","USD","EUR","1.0881","1.0871","9/9/2012 12:00:00 AM"
"5512","9/9/2012 12:00:00 AM","USD","GBP","0.6881","0.6873","9/9/2012 12:00:00 AM"
"5513","9/9/2012 12:00:00 AM","USD","JPY","115.9580","115.9290","9/9/2012 12:00:00 AM"
"5514","9/9/2012 12:00:00 AM","USD","MXN","9.6844","9.6769","9/9/2012 12:00:00 AM"
"5515","9/9/2012 12:00:00 AM","USD","SAR","3.7505","3.7414","9/9/2012 12:00:00 AM"
"5516","9/9/2012 12:00:00 AM","USD","VEB","704.2500","704.2200","9/9/2012 12:00:00 AM"
"5517","9/10/2012 12:00:00 AM","USD","ARS","0.9996","1.0004","9/10/2012 12:00:00 AM"
"5518","9/10/2012 12:00:00 AM","USD","AUD","1.9073","1.9078","9/10/2012 12:00:00 AM"
"5519","9/10/2012 12:00:00 AM","USD","BRL","2.0369","2.0390","9/10/2012 12:00:00 AM"
"5520","9/10/2012 12:00:00 AM","USD","CAD","1.5380","1.5407","9/10/2012 12:00:00 AM"
"5521","9/10/2012 12:00:00 AM","USD","CNY","8.2782","8.2790","9/10/2012 12:00:00 AM"
"5522","9/10/2012 12:00:00 AM","USD","EUR","1.0881","1.0882","9/10/2012 12:00:00 AM"
"5523","9/10/2012 12:00:00 AM","USD","GBP","0.6875","0.6885","9/10/2012 12:00:00 AM"
"5524","9/10/2012 12:00:00 AM","USD","JPY","115.8300","115.8780","9/10/2012 12:00:00 AM"
"5525","9/10/2012 12:00:00 AM","USD","MXN","9.6910","9.6969","9/10/2012 12:00:00 AM"
"5526","9/10/2012 12:00:00 AM","USD","SAR","3.7505","3.7603","9/10/2012 12:00:00 AM"
"5527","9/10/2012 12:00:00 AM","USD","VEB","704.2500","704.2999","9/10/2012 12:00:00 AM"
"5528","9/11/2012 12:00:00 AM","USD","ARS","0.9996","0.9995","9/11/2012 12:00:00 AM"
"5529","9/11/2012 12:00:00 AM","USD","AUD","1.9124","1.9116","9/11/2012 12:00:00 AM"
"5530","9/11/2012 12:00:00 AM","USD","BRL","2.0369","2.0280","9/11/2012 12:00:00 AM"
"5531","9/11/2012 12:00:00 AM","USD","CAD","1.5374","1.5306","9/11/2012 12:00:00 AM"
"5532","9/11/2012 12:00:00 AM","USD","CNY","8.2782","8.2774","9/11/2012 12:00:00 AM"
"5533","9/11/2012 12:00:00 AM","USD","EUR","1.0881","1.0876","9/11/2012 12:00:00 AM"
"5534","9/11/2012 12:00:00 AM","USD","GBP","0.6875","0.6868","9/11/2012 12:00:00 AM"
"5535","9/11/2012 12:00:00 AM","USD","JPY","115.8600","115.8270","9/11/2012 12:00:00 AM"
"5536","9/11/2012 12:00:00 AM","USD","MXN","9.6910","9.6890","9/11/2012 12:00:00 AM"
"5537","9/11/2012 12:00:00 AM","USD","SAR","3.7505","3.7473","9/11/2012 12:00:00 AM"
"5538","9/11/2012 12:00:00 AM","USD","VEB","704.2500","704.2400","9/11/2012 12:00:00 AM"
"5539","9/12/2012 12:00:00 AM","USD","ARS","0.9999","1.0000","9/12/2012 12:00:00 AM"
"5540","9/12/2012 12:00:00 AM","USD","AUD","1.9116","1.9119","9/12/2012 12:00:00 AM"
"5541","9/12/2012 12:00:00 AM","USD","BRL","2.0356","2.0449","9/12/2012 12:00:00 AM"
"5542","9/12/2012 12:00:00 AM","USD","CAD","1.5298","1.5351","9/12/2012 12:00:00 AM"
"5543","9/12/2012 12:00:00 AM","USD","CNY","8.2783","8.2791","9/12/2012 12:00:00 AM"
"5544","9/12/2012 12:00:00 AM","USD","EUR","1.0971","1.0972","9/12/2012 12:00:00 AM"
"5545","9/12/2012 12:00:00 AM","USD","GBP","0.6919","0.6927","9/12/2012 12:00:00 AM"
"5546","9/12/2012 12:00:00 AM","USD","JPY","116.5200","116.5290","9/12/2012 12:00:00 AM"
"5547","9/12/2012 12:00:00 AM","USD","MXN","9.6730","9.6809","9/12/2012 12:00:00 AM"
"5548","9/12/2012 12:00:00 AM","USD","SAR","3.7505","3.7584","9/12/2012 12:00:00 AM"
"5549","9/12/2012 12:00:00 AM","USD","VEB","704.2000","704.2300","9/12/2012 12:00:00 AM"
"5550","9/13/2012 12:00:00 AM","USD","ARS","0.9999","0.9998","9/13/2012 12:00:00 AM"
"5551","9/13/2012 12:00:00 AM","USD","AUD","1.9029","1.9027","9/13/2012 12:00:00 AM"
"5552","9/13/2012 12:00:00 AM","USD","BRL","2.0387","2.0299","9/13/2012 12:00:00 AM"
"5553","9/13/2012 12:00:00 AM","USD","CAD","1.5299","1.5249","9/13/2012 12:00:00 AM"
"5554","9/13/2012 12:00:00 AM","USD","CNY","8.2789","8.2782","9/13/2012 12:00:00 AM"
"5555","9/13/2012 12:00:00 AM","USD","EUR","1.0899","1.0893","9/13/2012 12:00:00 AM"
"5556","9/13/2012 12:00:00 AM","USD","GBP","0.6932","0.6925","9/13/2012 12:00:00 AM"
"5557","9/13/2012 12:00:00 AM","USD","JPY","116.1780","116.1420","9/13/2012 12:00:00 AM"
"5558","9/13/2012 12:00:00 AM","USD","MXN","9.6859","9.6820","9/13/2012 12:00:00 AM"
"5559","9/13/2012 12:00:00 AM","USD","SAR","3.7505","3.7488","9/13/2012 12:00:00 AM"
"5560","9/13/2012 12:00:00 AM","USD","VEB","704.8999","704.8700","9/13/2012 12:00:00 AM"
"5561","9/14/2012 12:00:00 AM","USD","ARS","0.9999","1.0003","9/14/2012 12:00:00 AM"
"5562","9/14/2012 12:00:00 AM","USD","AUD","1.8997","1.9005","9/14/2012 12:00:00 AM"
"5563","9/14/2012 12:00:00 AM","USD","BRL","2.0470","2.0480","9/14/2012 12:00:00 AM"
"5564","9/14/2012 12:00:00 AM","USD","CAD","1.5366","1.5391","9/14/2012 12:00:00 AM"
"5565","9/14/2012 12:00:00 AM","USD","CNY","8.2790","8.2797","9/14/2012 12:00:00 AM"
"5566","9/14/2012 12:00:00 AM","USD","EUR","1.0831","1.0834","9/14/2012 12:00:00 AM"
"5567","9/14/2012 12:00:00 AM","USD","GBP","0.6922","0.6925","9/14/2012 12:00:00 AM"
"5568","9/14/2012 12:00:00 AM","USD","JPY","117.3800","117.3970","9/14/2012 12:00:00 AM"
"5569","9/14/2012 12:00:00 AM","USD","MXN","9.6927","9.6969","9/14/2012 12:00:00 AM"
"5570","9/14/2012 12:00:00 AM","USD","SAR","3.7505","3.7593","9/14/2012 12:00:00 AM"
"5571","9/14/2012 12:00:00 AM","USD","VEB","704.6499","704.7500","9/14/2012 12:00:00 AM"
"5572","9/15/2012 12:00:00 AM","USD","ARS","0.9999","0.9997","9/15/2012 12:00:00 AM"
"5573","9/15/2012 12:00:00 AM","USD","AUD","1.8943","1.8936","9/15/2012 12:00:00 AM"
"5574","9/15/2012 12:00:00 AM","USD","BRL","2.0369","2.0329","9/15/2012 12:00:00 AM"
"5575","9/15/2012 12:00:00 AM","USD","CAD","1.5481","1.5436","9/15/2012 12:00:00 AM"
"5576","9/15/2012 12:00:00 AM","USD","CNY","8.2786","8.2784","9/15/2012 12:00:00 AM"
"5577","9/15/2012 12:00:00 AM","USD","EUR","1.0762","1.0751","9/15/2012 12:00:00 AM"
"5578","9/15/2012 12:00:00 AM","USD","GBP","0.6875","0.6868","9/15/2012 12:00:00 AM"
"5579","9/15/2012 12:00:00 AM","USD","JPY","117.4830","117.4500","9/15/2012 12:00:00 AM"
"5580","9/15/2012 12:00:00 AM","USD","MXN","9.6797","9.6720","9/15/2012 12:00:00 AM"
"5581","9/15/2012 12:00:00 AM","USD","SAR","3.7505","3.7496","9/15/2012 12:00:00 AM"
"5582","9/15/2012 12:00:00 AM","USD","VEB","705.2100","705.1499","9/15/2012 12:00:00 AM"
"5583","9/16/2012 12:00:00 AM","USD","ARS","0.9996","0.9998","9/16/2012 12:00:00 AM"
"5584","9/16/2012 12:00:00 AM","USD","AUD","1.8875","1.8883","9/16/2012 12:00:00 AM"
"5585","9/16/2012 12:00:00 AM","USD","BRL","2.0276","2.0350","9/16/2012 12:00:00 AM"
"5586","9/16/2012 12:00:00 AM","USD","CAD","1.5451","1.5538","9/16/2012 12:00:00 AM"
"5587","9/16/2012 12:00:00 AM","USD","CNY","8.2789","8.2792","9/16/2012 12:00:00 AM"
"5588","9/16/2012 12:00:00 AM","USD","EUR","1.0697","1.0707","9/16/2012 12:00:00 AM"
"5589","9/16/2012 12:00:00 AM","USD","GBP","0.6794","0.6797","9/16/2012 12:00:00 AM"
"5590","9/16/2012 12:00:00 AM","USD","JPY","119.0700","119.1520","9/16/2012 12:00:00 AM"
"5591","9/16/2012 12:00:00 AM","USD","MXN","9.6572","9.6600","9/16/2012 12:00:00 AM"
"5592","9/16/2012 12:00:00 AM","USD","SAR","3.7505","3.7587","9/16/2012 12:00:00 AM"
"5593","9/16/2012 12:00:00 AM","USD","VEB","704.7069","704.7500","9/16/2012 12:00:00 AM"
"5594","9/17/2012 12:00:00 AM","USD","ARS","0.9996","0.9990","9/17/2012 12:00:00 AM"
"5595","9/17/2012 12:00:00 AM","USD","AUD","1.8875","1.8871","9/17/2012 12:00:00 AM"
"5596","9/17/2012 12:00:00 AM","USD","BRL","2.0327","2.0230","9/17/2012 12:00:00 AM"
"5597","9/17/2012 12:00:00 AM","USD","CAD","1.5458","1.5435","9/17/2012 12:00:00 AM"
"5598","9/17/2012 12:00:00 AM","USD","CNY","8.2789","8.2786","9/17/2012 12:00:00 AM"
"5599","9/17/2012 12:00:00 AM","USD","EUR","1.0691","1.0685","9/17/2012 12:00:00 AM"
"5600","9/17/2012 12:00:00 AM","USD","GBP","0.6803","0.6803","9/17/2012 12:00:00 AM"
"5601","9/17/2012 12:00:00 AM","USD","JPY","119.2300","119.1790","9/17/2012 12:00:00 AM"
"5602","9/17/2012 12:00:00 AM","USD","MXN","9.6639","9.6560","9/17/2012 12:00:00 AM"
"5603","9/17/2012 12:00:00 AM","USD","SAR","3.7505","3.7416","9/17/2012 12:00:00 AM"
"5604","9/17/2012 12:00:00 AM","USD","VEB","706.5000","706.4199","9/17/2012 12:00:00 AM"
"5605","9/18/2012 12:00:00 AM","USD","ARS","0.9996","0.9997","9/18/2012 12:00:00 AM"
"5606","9/18/2012 12:00:00 AM","USD","AUD","1.8900","1.8902","9/18/2012 12:00:00 AM"
"5607","9/18/2012 12:00:00 AM","USD","BRL","2.0326","2.0360","9/18/2012 12:00:00 AM"
"5608","9/18/2012 12:00:00 AM","USD","CAD","1.5450","1.5482","9/18/2012 12:00:00 AM"
"5609","9/18/2012 12:00:00 AM","USD","CNY","8.2789","8.2789","9/18/2012 12:00:00 AM"
"5610","9/18/2012 12:00:00 AM","USD","EUR","1.0691","1.0697","9/18/2012 12:00:00 AM"
"5611","9/18/2012 12:00:00 AM","USD","GBP","0.6804","0.6805","9/18/2012 12:00:00 AM"
"5612","9/18/2012 12:00:00 AM","USD","JPY","119.2200","119.2910","9/18/2012 12:00:00 AM"
"5613","9/18/2012 12:00:00 AM","USD","MXN","9.6956","9.6980","9/18/2012 12:00:00 AM"
"5614","9/18/2012 12:00:00 AM","USD","SAR","3.7505","3.7509","9/18/2012 12:00:00 AM"
"5615","9/18/2012 12:00:00 AM","USD","VEB","709.0190","709.0800","9/18/2012 12:00:00 AM"
"5616","9/19/2012 12:00:00 AM","USD","ARS","0.9999","0.9992","9/19/2012 12:00:00 AM"
"5617","9/19/2012 12:00:00 AM","USD","AUD","1.9194","1.9192","9/19/2012 12:00:00 AM"
"5618","9/19/2012 12:00:00 AM","USD","BRL","2.0219","2.0179","9/19/2012 12:00:00 AM"
"5619","9/19/2012 12:00:00 AM","USD","CAD","1.5477","1.5469","9/19/2012 12:00:00 AM"
"5620","9/19/2012 12:00:00 AM","USD","CNY","8.2784","8.2777","9/19/2012 12:00:00 AM"
"5621","9/19/2012 12:00:00 AM","USD","EUR","1.0761","1.0754","9/19/2012 12:00:00 AM"
"5622","9/19/2012 12:00:00 AM","USD","GBP","0.6816","0.6812","9/19/2012 12:00:00 AM"
"5623","9/19/2012 12:00:00 AM","USD","JPY","119.1500","119.0999","9/19/2012 12:00:00 AM"
"5624","9/19/2012 12:00:00 AM","USD","MXN","9.6346","9.6310","9/19/2012 12:00:00 AM"
"5625","9/19/2012 12:00:00 AM","USD","SAR","3.7505","3.7469","9/19/2012 12:00:00 AM"
"5626","9/19/2012 12:00:00 AM","USD","VEB","705.0099","704.9700","9/19/2012 12:00:00 AM"
"5627","9/20/2012 12:00:00 AM","USD","ARS","0.9999","1.0006","9/20/2012 12:00:00 AM"
"5628","9/20/2012 12:00:00 AM","USD","AUD","1.9288","1.9290","9/20/2012 12:00:00 AM"
"5629","9/20/2012 12:00:00 AM","USD","BRL","2.0350","2.0419","9/20/2012 12:00:00 AM"
"5630","9/20/2012 12:00:00 AM","USD","CAD","1.5385","1.5429","9/20/2012 12:00:00 AM"
"5631","9/20/2012 12:00:00 AM","USD","CNY","8.2786","8.2787","9/20/2012 12:00:00 AM"
"5632","9/20/2012 12:00:00 AM","USD","EUR","1.0703","1.0711","9/20/2012 12:00:00 AM"
"5633","9/20/2012 12:00:00 AM","USD","GBP","0.6814","0.6822","9/20/2012 12:00:00 AM"
"5634","9/20/2012 12:00:00 AM","USD","JPY","118.9580","119.0160","9/20/2012 12:00:00 AM"
"5635","9/20/2012 12:00:00 AM","USD","MXN","9.6693","9.6769","9/20/2012 12:00:00 AM"
"5636","9/20/2012 12:00:00 AM","USD","SAR","3.7505","3.7536","9/20/2012 12:00:00 AM"
"5637","9/20/2012 12:00:00 AM","USD","VEB","705.3500","705.3700","9/20/2012 12:00:00 AM"
"5638","9/21/2012 12:00:00 AM","USD","ARS","0.9999","0.9992","9/21/2012 12:00:00 AM"
"5639","9/21/2012 12:00:00 AM","USD","AUD","1.9649","1.9641","9/21/2012 12:00:00 AM"
"5640","9/21/2012 12:00:00 AM","USD","BRL","2.0413","2.0390","9/21/2012 12:00:00 AM"
"5641","9/21/2012 12:00:00 AM","USD","CAD","1.5505","1.5463","9/21/2012 12:00:00 AM"
"5642","9/21/2012 12:00:00 AM","USD","CNY","8.2781","8.2774","9/21/2012 12:00:00 AM"
"5643","9/21/2012 12:00:00 AM","USD","EUR","1.0759","1.0752","9/21/2012 12:00:00 AM"
"5644","9/21/2012 12:00:00 AM","USD","GBP","0.6848","0.6842","9/21/2012 12:00:00 AM"
"5645","9/21/2012 12:00:00 AM","USD","JPY","120.0430","120.0290","9/21/2012 12:00:00 AM"
"5646","9/21/2012 12:00:00 AM","USD","MXN","9.6395","9.6329","9/21/2012 12:00:00 AM"
"5647","9/21/2012 12:00:00 AM","USD","SAR","3.7505","3.7486","9/21/2012 12:00:00 AM"
"5648","9/21/2012 12:00:00 AM","USD","VEB","705.6599","705.6399","9/21/2012 12:00:00 AM"
"5649","9/22/2012 12:00:00 AM","USD","ARS","0.9999","1.0003","9/22/2012 12:00:00 AM"
"5650","9/22/2012 12:00:00 AM","USD","AUD","1.9565","1.9567","9/22/2012 12:00:00 AM"
"5651","9/22/2012 12:00:00 AM","USD","BRL","2.0520","2.0579","9/22/2012 12:00:00 AM"
"5652","9/22/2012 12:00:00 AM","USD","CAD","1.5466","1.5556","9/22/2012 12:00:00 AM"
"5653","9/22/2012 12:00:00 AM","USD","CNY","8.2777","8.2782","9/22/2012 12:00:00 AM"
"5654","9/22/2012 12:00:00 AM","USD","EUR","1.0736","1.0744","9/22/2012 12:00:00 AM"
"5655","9/22/2012 12:00:00 AM","USD","GBP","0.6808","0.6817","9/22/2012 12:00:00 AM"
"5656","9/22/2012 12:00:00 AM","USD","JPY","119.7300","119.7540","9/22/2012 12:00:00 AM"
"5657","9/22/2012 12:00:00 AM","USD","MXN","9.6524","9.6530","9/22/2012 12:00:00 AM"
"5658","9/22/2012 12:00:00 AM","USD","SAR","3.7505","3.7587","9/22/2012 12:00:00 AM"
"5659","9/22/2012 12:00:00 AM","USD","VEB","705.7500","705.7999","9/22/2012 12:00:00 AM"
"5660","9/23/2012 12:00:00 AM","USD","ARS","0.9996","0.9988","9/23/2012 12:00:00 AM"
"5661","9/23/2012 12:00:00 AM","USD","AUD","1.9677","1.9676","9/23/2012 12:00:00 AM"
"5662","9/23/2012 12:00:00 AM","USD","BRL","2.0459","2.0400","9/23/2012 12:00:00 AM"
"5663","9/23/2012 12:00:00 AM","USD","CAD","1.5476","1.5410","9/23/2012 12:00:00 AM"
"5664","9/23/2012 12:00:00 AM","USD","CNY","8.2782","8.2775","9/23/2012 12:00:00 AM"
"5665","9/23/2012 12:00:00 AM","USD","EUR","1.0726","1.0721","9/23/2012 12:00:00 AM"
"5666","9/23/2012 12:00:00 AM","USD","GBP","0.6805","0.6804","9/23/2012 12:00:00 AM"
"5667","9/23/2012 12:00:00 AM","USD","JPY","119.5700","119.5650","9/23/2012 12:00:00 AM"
"5668","9/23/2012 12:00:00 AM","USD","MXN","9.6560","9.6519","9/23/2012 12:00:00 AM"
"5669","9/23/2012 12:00:00 AM","USD","SAR","3.7505","3.7442","9/23/2012 12:00:00 AM"
"5670","9/23/2012 12:00:00 AM","USD","VEB","705.5099","705.4099","9/23/2012 12:00:00 AM"
"5671","9/24/2012 12:00:00 AM","USD","ARS","0.9996","1.0003","9/24/2012 12:00:00 AM"
"5672","9/24/2012 12:00:00 AM","USD","AUD","1.9542","1.9549","9/24/2012 12:00:00 AM"
"5673","9/24/2012 12:00:00 AM","USD","BRL","2.0430","2.0459","9/24/2012 12:00:00 AM"
"5674","9/24/2012 12:00:00 AM","USD","CAD","1.5509","1.5572","9/24/2012 12:00:00 AM"
"5675","9/24/2012 12:00:00 AM","USD","CNY","8.2782","8.2786","9/24/2012 12:00:00 AM"
"5676","9/24/2012 12:00:00 AM","USD","EUR","1.0707","1.0710","9/24/2012 12:00:00 AM"
"5677","9/24/2012 12:00:00 AM","USD","GBP","0.6805","0.6815","9/24/2012 12:00:00 AM"
"5678","9/24/2012 12:00:00 AM","USD","JPY","119.5700","119.6360","9/24/2012 12:00:00 AM"
"5679","9/24/2012 12:00:00 AM","USD","MXN","9.6560","9.6609","9/24/2012 12:00:00 AM"
"5680","9/24/2012 12:00:00 AM","USD","SAR","3.7507","3.7526","9/24/2012 12:00:00 AM"
"5681","9/24/2012 12:00:00 AM","USD","VEB","705.5099","705.6000","9/24/2012 12:00:00 AM"
"5682","9/25/2012 12:00:00 AM","USD","ARS","0.9996","0.9993","9/25/2012 12:00:00 AM"
"5683","9/25/2012 12:00:00 AM","USD","AUD","1.9600","1.9598","9/25/2012 12:00:00 AM"
"5684","9/25/2012 12:00:00 AM","USD","BRL","2.0430","2.0400","9/25/2012 12:00:00 AM"
"5685","9/25/2012 12:00:00 AM","USD","CAD","1.5472","1.5468","9/25/2012 12:00:00 AM"
"5686","9/25/2012 12:00:00 AM","USD","CNY","8.2782","8.2782","9/25/2012 12:00:00 AM"
"5687","9/25/2012 12:00:00 AM","USD","EUR","1.0730","1.0730","9/25/2012 12:00:00 AM"
"5688","9/25/2012 12:00:00 AM","USD","GBP","0.6818","0.6810","9/25/2012 12:00:00 AM"
"5689","9/25/2012 12:00:00 AM","USD","JPY","119.3240","119.2440","9/25/2012 12:00:00 AM"
"5690","9/25/2012 12:00:00 AM","USD","MXN","9.6560","9.6530","9/25/2012 12:00:00 AM"
"5691","9/25/2012 12:00:00 AM","USD","SAR","3.7507","3.7503","9/25/2012 12:00:00 AM"
"5692","9/25/2012 12:00:00 AM","USD","VEB","705.5099","705.4099","9/25/2012 12:00:00 AM"
"5693","9/26/2012 12:00:00 AM","USD","ARS","0.9999","1.0004","9/26/2012 12:00:00 AM"
"5694","9/26/2012 12:00:00 AM","USD","AUD","1.9635","1.9635","9/26/2012 12:00:00 AM"
"5695","9/26/2012 12:00:00 AM","USD","BRL","2.0674","2.0690","9/26/2012 12:00:00 AM"
"5696","9/26/2012 12:00:00 AM","USD","CAD","1.5519","1.5606","9/26/2012 12:00:00 AM"
"5697","9/26/2012 12:00:00 AM","USD","CNY","8.2791","8.2802","9/26/2012 12:00:00 AM"
"5698","9/26/2012 12:00:00 AM","USD","EUR","1.0755","1.0755","9/26/2012 12:00:00 AM"
"5699","9/26/2012 12:00:00 AM","USD","GBP","0.6828","0.6835","9/26/2012 12:00:00 AM"
"5700","9/26/2012 12:00:00 AM","USD","JPY","120.4580","120.5290","9/26/2012 12:00:00 AM"
"5701","9/26/2012 12:00:00 AM","USD","MXN","9.6699","9.6760","9/26/2012 12:00:00 AM"
"5702","9/26/2012 12:00:00 AM","USD","SAR","3.7505","3.7593","9/26/2012 12:00:00 AM"
"5703","9/26/2012 12:00:00 AM","USD","VEB","704.7219","704.7400","9/26/2012 12:00:00 AM"
"5704","9/27/2012 12:00:00 AM","USD","ARS","0.9999","0.9998","9/27/2012 12:00:00 AM"
"5705","9/27/2012 12:00:00 AM","USD","AUD","1.9823","1.9817","9/27/2012 12:00:00 AM"
"5706","9/27/2012 12:00:00 AM","USD","BRL","2.0630","2.0569","9/27/2012 12:00:00 AM"
"5707","9/27/2012 12:00:00 AM","USD","CAD","1.5446","1.5367","9/27/2012 12:00:00 AM"
"5708","9/27/2012 12:00:00 AM","USD","CNY","8.2790","8.2781","9/27/2012 12:00:00 AM"
"5709","9/27/2012 12:00:00 AM","USD","EUR","1.0933","1.0930","9/27/2012 12:00:00 AM"
"5710","9/27/2012 12:00:00 AM","USD","GBP","0.6901","0.6892","9/27/2012 12:00:00 AM"
"5711","9/27/2012 12:00:00 AM","USD","JPY","119.7980","119.7960","9/27/2012 12:00:00 AM"
"5712","9/27/2012 12:00:00 AM","USD","MXN","9.5850","9.5790","9/27/2012 12:00:00 AM"
"5713","9/27/2012 12:00:00 AM","USD","SAR","3.7505","3.7454","9/27/2012 12:00:00 AM"
"5714","9/27/2012 12:00:00 AM","USD","VEB","704.5000","704.4099","9/27/2012 12:00:00 AM"
"5715","9/28/2012 12:00:00 AM","USD","ARS","0.9998","1.0002","9/28/2012 12:00:00 AM"
"5716","9/28/2012 12:00:00 AM","USD","AUD","2.0177","2.0179","9/28/2012 12:00:00 AM"
"5717","9/28/2012 12:00:00 AM","USD","BRL","2.0771","2.0800","9/28/2012 12:00:00 AM"
"5718","9/28/2012 12:00:00 AM","USD","CAD","1.5576","1.5602","9/28/2012 12:00:00 AM"
"5719","9/28/2012 12:00:00 AM","USD","CNY","8.2786","8.2795","9/28/2012 12:00:00 AM"
"5720","9/28/2012 12:00:00 AM","USD","EUR","1.0979","1.0981","9/28/2012 12:00:00 AM"
"5721","9/28/2012 12:00:00 AM","USD","GBP","0.6922","0.6931","9/28/2012 12:00:00 AM"
"5722","9/28/2012 12:00:00 AM","USD","JPY","121.1370","121.1610","9/28/2012 12:00:00 AM"
"5723","9/28/2012 12:00:00 AM","USD","MXN","9.5770","9.5850","9/28/2012 12:00:00 AM"
"5724","9/28/2012 12:00:00 AM","USD","SAR","3.7505","3.7534","9/28/2012 12:00:00 AM"
"5725","9/28/2012 12:00:00 AM","USD","VEB","705.2599","705.2799","9/28/2012 12:00:00 AM"
"5726","9/29/2012 12:00:00 AM","USD","ARS","0.9999","0.9990","9/29/2012 12:00:00 AM"
"5727","9/29/2012 12:00:00 AM","USD","AUD","2.0301","2.0301","9/29/2012 12:00:00 AM"
"5728","9/29/2012 12:00:00 AM","USD","BRL","2.1034","2.1030","9/29/2012 12:00:00 AM"
"5729","9/29/2012 12:00:00 AM","USD","CAD","1.5609","1.5566","9/29/2012 12:00:00 AM"
"5730","9/29/2012 12:00:00 AM","USD","CNY","8.2783","8.2783","9/29/2012 12:00:00 AM"
"5731","9/29/2012 12:00:00 AM","USD","EUR","1.1120","1.1117","9/29/2012 12:00:00 AM"
"5732","9/29/2012 12:00:00 AM","USD","GBP","0.6958","0.6948","9/29/2012 12:00:00 AM"
"5733","9/29/2012 12:00:00 AM","USD","JPY","122.4150","122.3510","9/29/2012 12:00:00 AM"
