"PurchaseOrderID","RevisionNumber","Status","EmployeeID","VendorID","ShipMethodID","OrderDate","ShipDate","SubTotal","TaxAmt","Freight","TotalDue","ModifiedDate"
"2235","4","4","257","1582","4","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","1151.4825","92.1186","28.7871","1272.3882","3/16/2014 12:00:00 AM"
"2236","4","4","261","1510","5","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","143.0415","11.4433","3.5760","158.0608","3/16/2014 12:00:00 AM"
"2237","4","4","251","1526","2","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","28199.3250","2255.9460","704.9831","31160.2541","3/16/2014 12:00:00 AM"
"2238","4","4","253","1644","1","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","3713.3250","297.0660","92.8331","4103.2241","3/16/2014 12:00:00 AM"
"2239","4","4","255","1680","5","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","63831.0750","5106.4860","1595.7769","70533.3379","3/16/2014 12:00:00 AM"
"2240","4","4","256","1584","5","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","9585.4500","766.8360","239.6363","10591.9223","3/16/2014 12:00:00 AM"
"2241","4","4","259","1620","5","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","5711.4750","456.9180","142.7869","6311.1799","3/16/2014 12:00:00 AM"
"2242","4","4","260","1666","5","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","273.7035","21.8963","6.8426","302.4424","3/16/2014 12:00:00 AM"
"2243","4","4","258","1592","2","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","97.9650","7.8372","2.4491","108.2513","3/16/2014 12:00:00 AM"
"2244","4","4","254","1618","4","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","114.4710","9.1577","2.8618","126.4905","3/16/2014 12:00:00 AM"
"2245","4","4","257","1612","4","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","132.6465","10.6117","3.3162","146.5744","3/16/2014 12:00:00 AM"
"2246","4","4","261","1586","5","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","3/16/2014 12:00:00 AM"
"2247","4","4","251","1500","1","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","418.9500","33.5160","10.4738","462.9398","3/16/2014 12:00:00 AM"
"2248","4","4","253","1656","4","3/7/2014 12:00:00 AM","3/16/2014 12:00:00 AM","607.8555","48.6284","15.1964","671.6803","3/16/2014 12:00:00 AM"
"2249","4","4","255","1572","1","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","461.7900","36.9432","11.5448","510.2780","3/19/2014 12:00:00 AM"
"2250","4","4","256","1562","5","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","414.9180","33.1934","10.3730","458.4844","3/19/2014 12:00:00 AM"
"2251","4","4","252","1662","2","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","37.0755","2.9660","0.9269","40.9684","3/19/2014 12:00:00 AM"
"2252","4","4","260","1682","4","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","21558.0750","1724.6460","538.9519","23821.6729","3/19/2014 12:00:00 AM"
"2253","4","4","258","1686","4","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","364.4550","29.1564","9.1114","402.7228","3/19/2014 12:00:00 AM"
"2254","4","4","254","1684","5","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","41048.7000","3283.8960","1026.2175","45358.8135","3/19/2014 12:00:00 AM"
"2255","4","4","257","1534","4","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","111.5415","8.9233","2.7885","123.2533","3/19/2014 12:00:00 AM"
"2256","4","4","261","1614","4","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","390.6000","31.2480","9.7650","431.6130","3/19/2014 12:00:00 AM"
"2257","4","4","250","1588","5","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","40471.2000","3237.6960","1011.7800","44720.6760","3/19/2014 12:00:00 AM"
"2258","4","4","253","1622","4","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","136.3320","10.9066","3.4083","150.6469","3/19/2014 12:00:00 AM"
"2259","4","4","255","1632","5","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","62092.8000","4967.4240","1552.3200","68612.5440","3/19/2014 12:00:00 AM"
"2260","4","4","256","1608","5","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","5948.2500","475.8600","148.7063","6572.8163","3/19/2014 12:00:00 AM"
"2261","4","4","259","1576","5","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","91117.9500","7289.4360","2277.9488","100685.3348","3/19/2014 12:00:00 AM"
"2262","4","4","260","1590","1","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","525.0000","42.0000","13.1250","580.1250","3/19/2014 12:00:00 AM"
"2263","5","4","258","1514","3","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","1721.7900","137.7432","43.0448","1902.5780","3/19/2014 12:00:00 AM"
"2264","4","4","254","1498","4","3/10/2014 12:00:00 AM","3/19/2014 12:00:00 AM","26455.2750","2116.4220","661.3819","29233.0789","3/19/2014 12:00:00 AM"
"2265","4","4","252","1674","2","3/11/2014 12:00:00 AM","3/20/2014 12:00:00 AM","944.3700","75.5496","23.6093","1043.5289","3/20/2014 12:00:00 AM"
"2266","4","4","261","1652","4","3/11/2014 12:00:00 AM","3/20/2014 12:00:00 AM","51588.0750","4127.0460","1289.7019","57004.8229","3/20/2014 12:00:00 AM"
"2267","4","4","251","1578","3","3/11/2014 12:00:00 AM","3/20/2014 12:00:00 AM","62843.5500","5027.4840","1571.0888","69442.1228","3/20/2014 12:00:00 AM"
"2268","4","4","253","1538","5","3/11/2014 12:00:00 AM","3/20/2014 12:00:00 AM","37843.5750","3027.4860","946.0894","41817.1504","3/20/2014 12:00:00 AM"
"2269","6","4","255","1556","4","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","25531.2750","2042.5020","638.2819","28212.0589","3/21/2014 12:00:00 AM"
"2270","4","4","256","1554","4","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","358.6275","28.6902","8.9657","396.2834","3/21/2014 12:00:00 AM"
"2271","4","4","259","1688","4","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","125.7480","10.0598","3.1437","138.9515","3/21/2014 12:00:00 AM"
"2272","4","4","260","1580","5","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","3/21/2014 12:00:00 AM"
"2273","4","4","258","1496","5","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","416.7450","33.3396","10.4186","460.5032","3/21/2014 12:00:00 AM"
"2274","4","4","254","1494","2","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","8847.3000","707.7840","221.1825","9776.2665","3/21/2014 12:00:00 AM"
"2275","4","4","257","1650","5","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","171.0765","13.6861","4.2769","189.0395","3/21/2014 12:00:00 AM"
"2276","4","4","261","1654","4","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","20397.3000","1631.7840","509.9325","22539.0165","3/21/2014 12:00:00 AM"
"2277","4","4","251","1664","3","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","14628.0750","1170.2460","365.7019","16164.0229","3/21/2014 12:00:00 AM"
"2278","4","4","253","1678","3","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","58685.5500","4694.8440","1467.1388","64847.5328","3/21/2014 12:00:00 AM"
"2279","4","4","255","1616","4","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","599.4135","47.9531","14.9853","662.3519","3/21/2014 12:00:00 AM"
"2280","4","4","256","1492","4","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","358.6275","28.6902","8.9657","396.2834","3/21/2014 12:00:00 AM"
"2281","4","4","259","1602","5","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","1525.2300","122.0184","38.1308","1685.3792","3/21/2014 12:00:00 AM"
"2282","4","4","260","1540","4","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","228.4380","18.2750","5.7110","252.4240","3/21/2014 12:00:00 AM"
"2283","4","4","258","1628","5","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","34644.2250","2771.5380","866.1056","38281.8686","3/21/2014 12:00:00 AM"
"2284","4","4","254","1604","4","3/12/2014 12:00:00 AM","3/21/2014 12:00:00 AM","257.5755","20.6060","6.4394","284.6209","3/21/2014 12:00:00 AM"
"2285","7","4","257","1690","5","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","146.2860","11.7029","3.6572","161.6461","3/22/2014 12:00:00 AM"
"2286","4","4","261","1566","5","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","102.5640","8.2051","2.5641","113.3332","3/22/2014 12:00:00 AM"
"2287","4","4","251","1698","5","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","3/22/2014 12:00:00 AM"
"2288","4","4","253","1560","5","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","13669.4250","1093.5540","341.7356","15104.7146","3/22/2014 12:00:00 AM"
"2289","4","4","252","1692","5","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","6756.1200","540.4896","168.9030","7465.5126","3/22/2014 12:00:00 AM"
"2290","4","4","256","1696","2","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","50860.4250","4068.8340","1271.5106","56200.7696","3/22/2014 12:00:00 AM"
"2291","4","4","259","1504","1","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","551.8800","44.1504","13.7970","609.8274","3/22/2014 12:00:00 AM"
"2292","4","4","260","1544","1","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","3811.5000","304.9200","95.2875","4211.7075","3/22/2014 12:00:00 AM"
"2293","4","4","258","1530","2","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","28072.2750","2245.7820","701.8069","31019.8639","3/22/2014 12:00:00 AM"
"2294","4","4","254","1508","1","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","35394.9750","2831.5980","884.8744","39111.4474","3/22/2014 12:00:00 AM"
"2295","4","4","257","1694","1","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","7623.0000","609.8400","190.5750","8423.4150","3/22/2014 12:00:00 AM"
"2296","4","4","261","1624","2","3/13/2014 12:00:00 AM","3/22/2014 12:00:00 AM","28297.5000","2263.8000","707.4375","31268.7375","3/22/2014 12:00:00 AM"
"2297","4","4","251","1548","2","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","59.9445","4.7956","1.4986","66.2387","3/23/2014 12:00:00 AM"
"2298","4","4","253","1598","4","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","117.4320","9.3946","2.9358","129.7624","3/23/2014 12:00:00 AM"
"2299","4","4","255","1658","5","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","3/23/2014 12:00:00 AM"
"2300","4","4","252","1536","4","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","377.0550","30.1644","9.4264","416.6458","3/23/2014 12:00:00 AM"
"2301","4","4","259","1568","1","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","18220.1250","1457.6100","455.5031","20133.2381","3/23/2014 12:00:00 AM"
"2302","4","4","260","1648","5","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","142.4115","11.3929","3.5603","157.3647","3/23/2014 12:00:00 AM"
"2303","4","4","258","1646","5","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","19236.5250","1538.9220","480.9131","21256.3601","3/23/2014 12:00:00 AM"
"2304","4","3","250","1672","4","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","285.0435","22.8035","7.1261","314.9731","3/23/2014 12:00:00 AM"
"2305","4","4","257","1600","1","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","1276.2750","102.1020","31.9069","1410.2839","3/23/2014 12:00:00 AM"
"2306","4","4","261","1522","1","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","2003.9250","160.3140","50.0981","2214.3371","3/23/2014 12:00:00 AM"
"2307","4","4","251","1570","2","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","50860.4250","4068.8340","1271.5106","56200.7696","3/23/2014 12:00:00 AM"
"2308","4","4","253","1516","1","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","454.8600","36.3888","11.3715","502.6203","3/23/2014 12:00:00 AM"
"2309","4","4","255","1506","5","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","3/23/2014 12:00:00 AM"
"2310","4","4","256","1626","2","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","7132.1250","570.5700","178.3031","7880.9981","3/23/2014 12:00:00 AM"
"2311","4","4","259","1542","2","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","28343.7000","2267.4960","708.5925","31319.7885","3/23/2014 12:00:00 AM"
"2312","4","4","260","1610","4","3/14/2014 12:00:00 AM","3/23/2014 12:00:00 AM","22516.7250","1801.3380","562.9181","24880.9811","3/23/2014 12:00:00 AM"
"2313","4","4","258","1638","5","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","34644.2250","2771.5380","866.1056","38281.8686","3/26/2014 12:00:00 AM"
"2314","4","4","254","1582","5","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","278.8380","22.3070","6.9710","308.1160","3/26/2014 12:00:00 AM"
"2315","4","4","257","1510","5","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","143.0415","11.4433","3.5760","158.0608","3/26/2014 12:00:00 AM"
"2316","4","4","261","1526","2","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","28199.3250","2255.9460","704.9831","31160.2541","3/26/2014 12:00:00 AM"
"2317","4","4","251","1644","1","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","3713.3250","297.0660","92.8331","4103.2241","3/26/2014 12:00:00 AM"
"2318","4","4","253","1680","5","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","63831.0750","5106.4860","1595.7769","70533.3379","3/26/2014 12:00:00 AM"
"2319","4","4","255","1584","5","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","6754.8600","540.3888","168.8715","7464.1203","3/26/2014 12:00:00 AM"
"2320","4","4","256","1620","5","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","5711.4750","456.9180","142.7869","6311.1799","3/26/2014 12:00:00 AM"
"2321","4","4","259","1666","4","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","503.0865","40.2469","12.5772","555.9106","3/26/2014 12:00:00 AM"
"2322","4","4","250","1592","2","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","97.9650","7.8372","2.4491","108.2513","3/26/2014 12:00:00 AM"
"2323","4","4","258","1618","4","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","114.4710","9.1577","2.8618","126.4905","3/26/2014 12:00:00 AM"
"2324","4","4","254","1612","4","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","132.6465","10.6117","3.3162","146.5744","3/26/2014 12:00:00 AM"
"2325","4","4","257","1586","5","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","3/26/2014 12:00:00 AM"
"2326","4","4","261","1500","1","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","418.9500","33.5160","10.4738","462.9398","3/26/2014 12:00:00 AM"
"2327","4","4","251","1656","4","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","824.3550","65.9484","20.6089","910.9123","3/26/2014 12:00:00 AM"
"2328","4","4","253","1572","1","3/17/2014 12:00:00 AM","3/26/2014 12:00:00 AM","461.7900","36.9432","11.5448","510.2780","3/26/2014 12:00:00 AM"
"2329","4","4","255","1562","4","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","630.3780","50.4302","15.7595","696.5677","3/28/2014 12:00:00 AM"
"2330","4","4","256","1662","2","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","37.0755","2.9660","0.9269","40.9684","3/28/2014 12:00:00 AM"
"2331","4","4","259","1682","4","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","21558.0750","1724.6460","538.9519","23821.6729","3/28/2014 12:00:00 AM"
"2332","4","4","260","1686","4","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","234.6435","18.7715","5.8661","259.2811","3/28/2014 12:00:00 AM"
"2333","5","4","250","1684","4","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","45172.0500","3613.7640","1129.3013","49915.1153","3/28/2014 12:00:00 AM"
"2334","4","4","254","1534","5","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","279.7830","22.3826","6.9946","309.1602","3/28/2014 12:00:00 AM"
"2335","4","4","257","1614","5","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","1228.5000","98.2800","30.7125","1357.4925","3/28/2014 12:00:00 AM"
"2336","4","4","261","1588","5","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","40471.2000","3237.6960","1011.7800","44720.6760","3/28/2014 12:00:00 AM"
"2337","4","4","251","1622","5","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","836.0100","66.8808","20.9003","923.7911","3/28/2014 12:00:00 AM"
"2338","5","4","253","1632","5","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","62092.8000","4967.4240","1552.3200","68612.5440","3/28/2014 12:00:00 AM"
"2339","4","4","255","1608","5","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","5948.2500","475.8600","148.7063","6572.8163","3/28/2014 12:00:00 AM"
"2340","4","4","256","1576","5","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","91117.9500","7289.4360","2277.9488","100685.3348","3/28/2014 12:00:00 AM"
"2341","4","4","259","1590","1","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","525.0000","42.0000","13.1250","580.1250","3/28/2014 12:00:00 AM"
"2342","4","4","260","1514","5","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","281.8935","22.5515","7.0473","311.4923","3/28/2014 12:00:00 AM"
"2343","4","4","258","1498","4","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","26455.2750","2116.4220","661.3819","29233.0789","3/28/2014 12:00:00 AM"
"2344","4","4","254","1674","2","3/19/2014 12:00:00 AM","3/28/2014 12:00:00 AM","944.3700","75.5496","23.6093","1043.5289","3/28/2014 12:00:00 AM"
"2345","4","4","257","1652","4","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","51588.0750","4127.0460","1289.7019","57004.8229","3/29/2014 12:00:00 AM"
"2346","4","4","261","1578","3","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","62843.5500","5027.4840","1571.0888","69442.1228","3/29/2014 12:00:00 AM"
"2347","4","4","251","1538","5","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","37843.5750","3027.4860","946.0894","41817.1504","3/29/2014 12:00:00 AM"
"2348","4","4","253","1556","4","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","25531.2750","2042.5020","638.2819","28212.0589","3/29/2014 12:00:00 AM"
"2349","4","4","255","1554","4","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","234.9585","18.7967","5.8740","259.6292","3/29/2014 12:00:00 AM"
"2350","4","4","256","1688","4","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","125.7480","10.0598","3.1437","138.9515","3/29/2014 12:00:00 AM"
"2351","4","4","252","1580","5","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","3/29/2014 12:00:00 AM"
"2352","4","4","260","1496","5","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","273.7035","21.8963","6.8426","302.4424","3/29/2014 12:00:00 AM"
"2353","4","4","258","1494","2","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","8847.3000","707.7840","221.1825","9776.2665","3/29/2014 12:00:00 AM"
"2354","4","4","254","1650","5","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","171.0765","13.6861","4.2769","189.0395","3/29/2014 12:00:00 AM"
"2355","4","4","257","1654","4","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","20397.3000","1631.7840","509.9325","22539.0165","3/29/2014 12:00:00 AM"
"2356","4","4","261","1664","3","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","14628.0750","1170.2460","365.7019","16164.0229","3/29/2014 12:00:00 AM"
"2357","4","4","250","1678","3","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","58685.5500","4694.8440","1467.1388","64847.5328","3/29/2014 12:00:00 AM"
"2358","4","4","253","1616","5","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","693.3780","55.4702","17.3345","766.1827","3/29/2014 12:00:00 AM"
"2359","4","4","255","1492","4","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","234.9585","18.7967","5.8740","259.6292","3/29/2014 12:00:00 AM"
"2360","4","4","256","1602","5","3/20/2014 12:00:00 AM","3/29/2014 12:00:00 AM","1796.0355","143.6828","44.9009","1984.6192","3/29/2014 12:00:00 AM"
"2361","4","4","259","1540","4","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","514.7415","41.1793","12.8685","568.7893","3/30/2014 12:00:00 AM"
"2362","4","4","260","1628","5","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","34644.2250","2771.5380","866.1056","38281.8686","3/30/2014 12:00:00 AM"
"2363","4","4","258","1604","3","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","1581.9300","126.5544","39.5483","1748.0327","3/30/2014 12:00:00 AM"
"2364","4","4","254","1690","5","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","146.2860","11.7029","3.6572","161.6461","3/30/2014 12:00:00 AM"
"2365","4","4","252","1566","5","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","102.5640","8.2051","2.5641","113.3332","3/30/2014 12:00:00 AM"
"2366","4","4","261","1698","5","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","3/30/2014 12:00:00 AM"
"2367","4","4","251","1560","5","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","13669.4250","1093.5540","341.7356","15104.7146","3/30/2014 12:00:00 AM"
"2368","4","4","253","1692","5","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","16393.2300","1311.4584","409.8308","18114.5192","3/30/2014 12:00:00 AM"
"2369","4","4","255","1696","2","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","79204.1250","6336.3300","1980.1031","87520.5581","3/30/2014 12:00:00 AM"
"2370","4","4","256","1504","1","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","551.8800","44.1504","13.7970","609.8274","3/30/2014 12:00:00 AM"
"2371","4","4","259","1544","1","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","3176.2500","254.1000","79.4063","3509.7563","3/30/2014 12:00:00 AM"
"2372","4","4","260","1530","2","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","28072.2750","2245.7820","701.8069","31019.8639","3/30/2014 12:00:00 AM"
"2373","4","4","258","1508","1","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","1917.3000","153.3840","47.9325","2118.6165","3/30/2014 12:00:00 AM"
"2374","4","4","254","1694","1","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","4215.7500","337.2600","105.3938","4658.4038","3/30/2014 12:00:00 AM"
"2375","4","4","257","1624","2","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","28297.5000","2263.8000","707.4375","31268.7375","3/30/2014 12:00:00 AM"
"2376","4","4","261","1548","2","3/21/2014 12:00:00 AM","3/30/2014 12:00:00 AM","59.9445","4.7956","1.4986","66.2387","3/30/2014 12:00:00 AM"
"2377","4","4","251","1598","4","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","722.6100","57.8088","18.0653","798.4841","4/2/2014 12:00:00 AM"
"2378","4","4","253","1658","5","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","4/2/2014 12:00:00 AM"
"2379","4","4","255","1536","4","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","592.7985","47.4239","14.8200","655.0424","4/2/2014 12:00:00 AM"
"2380","4","4","256","1568","1","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","13825.3500","1106.0280","345.6338","15277.0118","4/2/2014 12:00:00 AM"
"2381","4","4","259","1648","5","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","142.4115","11.3929","3.5603","157.3647","4/2/2014 12:00:00 AM"
"2382","5","4","260","1646","2","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","28794.1500","2303.5320","719.8538","31817.5358","4/2/2014 12:00:00 AM"
"2383","4","4","258","1672","4","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","408.5550","32.6844","10.2139","451.4533","4/2/2014 12:00:00 AM"
"2384","4","4","254","1600","1","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","1276.2750","102.1020","31.9069","1410.2839","4/2/2014 12:00:00 AM"
"2385","4","4","257","1522","1","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","2003.9250","160.3140","50.0981","2214.3371","4/2/2014 12:00:00 AM"
"2386","4","4","261","1570","2","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","50860.4250","4068.8340","1271.5106","56200.7696","4/2/2014 12:00:00 AM"
"2387","4","4","251","1516","1","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","454.8600","36.3888","11.3715","502.6203","4/2/2014 12:00:00 AM"
"2388","4","4","253","1506","5","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","4/2/2014 12:00:00 AM"
"2389","4","4","252","1626","2","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","7132.1250","570.5700","178.3031","7880.9981","4/2/2014 12:00:00 AM"
"2390","4","4","256","1542","2","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","28343.7000","2267.4960","708.5925","31319.7885","4/2/2014 12:00:00 AM"
"2391","4","4","259","1610","4","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","22516.7250","1801.3380","562.9181","24880.9811","4/2/2014 12:00:00 AM"
"2392","4","4","260","1638","5","3/24/2014 12:00:00 AM","4/2/2014 12:00:00 AM","34644.2250","2771.5380","866.1056","38281.8686","4/2/2014 12:00:00 AM"
"2393","4","4","258","1582","5","3/25/2014 12:00:00 AM","4/3/2014 12:00:00 AM","415.3275","33.2262","10.3832","458.9369","4/3/2014 12:00:00 AM"
"2394","4","4","254","1510","5","3/25/2014 12:00:00 AM","4/3/2014 12:00:00 AM","143.0415","11.4433","3.5760","158.0608","4/3/2014 12:00:00 AM"
"2395","4","4","257","1526","2","3/25/2014 12:00:00 AM","4/3/2014 12:00:00 AM","28199.3250","2255.9460","704.9831","31160.2541","4/3/2014 12:00:00 AM"
"2396","4","4","261","1644","1","3/25/2014 12:00:00 AM","4/3/2014 12:00:00 AM","3713.3250","297.0660","92.8331","4103.2241","4/3/2014 12:00:00 AM"
